Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Temperate broad-leaf forests,649.0,0.564,Kamchatkan,05,2.0,207,655.0,0.021,07,50.8652229309082,155.555938720703
Tundra communities,94.0,0.86,Arctic Desert and Icecap,09,1.0,117,114.0,0.021,17,78.626091003418,-18.5271759033203
Tundra communities,272.0,0.688,Arctic Desert and Icecap,09,1.0,117,31.0,0.021,17,69.8061599731445,-91.5832290649414
Tropical humid forests,1160.0,0.804,Guyanan,01,8.0,804,1874.0,0.021,04,8.77556705474854,-60.9949932098389
Sub-tropical / Temperate rain forests / Woodlands,673.0,0.846,Oregonian,02,1.0,102,452.0,0.021,02,48.8171119689941,-123.472412109375
Tundra communities,141.0,1.956,Arctic Desert,09,2.0,225,1685.0,0.021,25,76.0168342590332,59.5251960754395
Temperate needle-leaf forests / Woodlands,304.0,0.736,West Eurasian Taiga,03,2.0,203,184.0,0.021,03,68.7880706787109,16.9797859191895
Mixed island systems,913.0,0.782,Bahamas-Bermudean,13,8.0,838,712.0,0.021,38,22.7469091415405,-74.1807518005371
Tundra communities,26.0,1.639,Arctic Desert,09,2.0,225,1670.0,0.021,25,81.1943778991699,59.4216766357422
Evergreen Sclerophyllous forests,788.0,0.64,Californian,06,1.0,107,1813.0,0.021,07,33.9682598114014,-120.104057312012
Temperate needle-leaf forests / Woodlands,379.0,0.813,West Eurasian Taiga,03,2.0,203,216.0,0.021,03,63.2113494873047,21.2532758712769
Sub-tropical / Temperate rain forests / Woodlands,1858.0,0.677,Valdivian Forest,02,8.0,810,1503.0,0.022,10,-47.0950469970703,-74.101676940918
Tundra communities,345.0,0.679,Greenland Tundra,09,1.0,116,96.0,0.022,16,65.6552238464355,-37.0610237121582
Mixed mountain systems,410.0,0.725,Scottish Highlands,12,2.0,231,149.0,0.022,31,61.8212604522705,-6.75653791427612
Mixed island systems,1523.0,1.146,Papuan,13,5.0,501,1315.0,0.022,01,-8.57222366333008,143.414154052734
Temperate needle-leaf forests / Woodlands,405.0,0.685,West Eurasian Taiga,03,2.0,203,225.0,0.022,03,62.2333221435547,5.65431666374207
Sub-tropical / Temperate rain forests / Woodlands,560.0,0.665,Sitkan,02,1.0,101,422.0,0.022,01,54.9199028015137,-131.332580566406
Sub-tropical / Temperate rain forests / Woodlands,1908.0,0.742,Chilean Nothofagus,02,8.0,811,1553.0,0.022,11,-51.0796680450439,-74.269359588623
Tundra communities,332.0,0.694,Canadian Tundra,09,1.0,114,50.0,0.022,14,67.3830299377441,-108.013870239258
Tropical dry forests / Woodlands,1571.0,1.035,Northern Coastal,04,6.0,603,1329.0,0.022,03,-11.2351403236389,136.643295288086
Tundra communities,627.0,0.577,Aleutian Islands,09,1.0,112,397.0,0.022,12,52.0318927764893,-176.074142456055
Tundra communities,181.0,1.026,Higharctic Tundra,09,2.0,226,335.0,0.022,26,73.8903694152832,124.469829559326
Mixed island systems,1185.0,0.687,Philippines,13,4.0,426,1025.0,0.022,26,7.03950619697571,125.729824066162
Mixed island systems,927.0,0.979,Bahamas-Bermudean,13,8.0,838,716.0,0.022,38,22.3665542602539,-72.9468536376953
Tropical humid forests,912.0,0.686,Burman Rainforest,01,4.0,404,1844.0,0.022,04,22.7824068069458,90.5729103088379
Tundra communities,79.0,1.342,Arctic Desert,09,2.0,225,309.0,0.022,25,79.4108810424805,92.1124687194824
Tundra communities,576.0,0.94,Aleutian Islands,09,1.0,112,383.0,0.022,12,54.1993846893311,-165.535377502441
Temperate needle-leaf forests / Woodlands,338.0,1.152,West Eurasian Taiga,03,2.0,203,194.0,0.022,03,66.1128349304199,12.4821834564209
Temperate needle-leaf forests / Woodlands,323.0,0.853,West Eurasian Taiga,03,2.0,203,190.0,0.022,03,68.0650634765625,13.2983775138855
Mixed mountain systems,479.0,0.686,Scottish Highlands,12,2.0,231,1774.0,0.023,31,58.8414115905762,-3.28424751758575
Sub-tropical / Temperate rain forests / Woodlands,1934.0,0.693,Chilean Nothofagus,02,8.0,811,1568.0,0.023,11,-51.9560012817383,-72.9846229553223
Temperate broad-leaf forests,248.0,1.063,Subarctic Birchwoods,05,2.0,206,170.0,0.023,06,70.9634666442871,24.0596170425415
Mixed island systems,1172.0,0.671,Philippines,13,4.0,426,914.0,0.023,26,7.94350695610046,117.017059326172
Tundra communities,614.0,0.673,Aleutian Islands,09,1.0,112,392.0,0.023,12,52.6222267150879,-170.699234008789
Tundra communities,191.0,1.043,Higharctic Tundra,09,2.0,226,290.0,0.023,26,73.6379623413086,86.6421699523926
Temperate needle-leaf forests / Woodlands,303.0,0.968,West Eurasian Taiga,03,2.0,203,183.0,0.023,03,68.8554153442383,17.2582550048828
Temperate needle-leaf forests / Woodlands,350.0,0.85,West Eurasian Taiga,03,2.0,203,197.0,0.023,03,65.1269187927246,12.1437273025513
Temperate needle-leaf forests / Woodlands,264.0,0.864,West Eurasian Taiga,03,2.0,203,177.0,0.023,03,70.0620918273926,18.8302373886108
Tundra communities,620.0,0.732,Aleutian Islands,09,1.0,112,394.0,0.023,12,52.3131122589111,-172.462333679199
Mixed island systems,1101.0,0.788,Lesser Antillean,13,8.0,841,1859.0,0.023,41,11.2427105903625,-60.684986114502
Evergreen Sclerophyllous forests,786.0,0.892,Californian,06,1.0,107,1811.0,0.023,07,34.0281257629395,-119.715236663818
Temperate needle-leaf forests / Woodlands,441.0,0.871,West Eurasian Taiga,03,2.0,203,1736.0,0.023,03,60.3110599517822,5.02156567573547
Mixed island systems,895.0,0.653,Taiwan,13,4.0,427,972.0,0.023,27,24.3273897171021,123.805652618408
Tropical dry forests / Woodlands,893.0,0.776,Sinaloan,04,8.0,813,682.0,0.023,13,24.4443864822388,-111.852920532227
Tropical humid forests,920.0,0.669,Burman Rainforest,01,4.0,404,865.0,0.024,04,22.4824390411377,91.4877738952637
Evergreen Sclerophyllous forests,718.0,0.869,Mediterranean Sclerophyll,06,2.0,217,563.0,0.024,17,42.7775611877441,10.2725567817688
Temperate needle-leaf forests / Woodlands,464.0,0.76,West Eurasian Taiga,03,2.0,203,1759.0,0.024,03,59.2741641998291,5.21156740188599
Mixed island systems,1078.0,0.665,Lesser Antillean,13,8.0,841,775.0,0.024,41,12.1126837730408,-61.6967830657959
Tropical humid forests,1360.0,0.739,Madeiran,01,8.0,806,1106.0,0.024,06,-1.91300457715988,-50.9858360290527
Temperate broad-leaf forests,756.0,0.667,Oriental Deciduous Forest,05,2.0,215,617.0,0.024,15,37.7045288085938,126.44412612915
Mixed island systems,1286.0,0.945,Sumatra,13,4.0,421,1913.0,0.024,21,-0.190277782967314,98.4388084411621
Tundra communities,258.0,0.842,Greenland Tundra,09,1.0,116,93.0,0.024,16,70.4230079650879,-54.8356094360352
Tundra communities,166.0,1.541,Higharctic Tundra,09,2.0,226,281.0,0.024,26,74.446102142334,84.6488990783691
Tropical dry forests / Woodlands,1076.0,0.814,Venezuelan Dry Forest,04,8.0,817,774.0,0.024,17,12.1635122299194,-68.3008193969727
Mixed island systems,1326.0,0.744,Papuan,13,5.0,501,1951.0,0.024,01,-1.04160839319229,134.895645141602
Tropical dry forests / Woodlands,1597.0,0.707,Malagasy Woodland/Savanna,04,3.0,309,1140.0,0.024,09,-13.3149833679199,48.3102188110352
Mixed island systems,1521.0,0.707,Papuan,13,5.0,501,1314.0,0.024,01,-8.42583465576172,143.465950012207
Temperate needle-leaf forests / Woodlands,359.0,1.114,West Eurasian Taiga,03,2.0,203,205.0,0.024,03,64.5587692260742,11.243757724762
Temperate grasslands,841.0,1.053,Grasslands,11,1.0,118,671.0,0.024,18,28.2346954345703,-96.6103172302246
Sub-tropical / Temperate rain forests / Woodlands,1963.0,1.194,Chilean Nothofagus,02,8.0,811,1594.0,0.024,11,-53.4469718933105,-73.5906677246094
Tundra communities,278.0,0.8,Greenland Tundra,09,1.0,116,138.0,0.024,16,69.6889266967773,-23.4072303771973
Tundra communities,484.0,0.73,Aleutian Islands,09,1.0,112,367.0,0.025,12,58.5494766235352,-152.49584197998
Sub-tropical / Temperate rain forests / Woodlands,558.0,0.817,Sitkan,02,1.0,101,423.0,0.025,01,54.8889312744141,-130.302017211914
Mixed island systems,1190.0,0.616,Micronesian,13,5.0,502,1044.0,0.025,02,6.88006830215454,158.219749450684
Mixed island systems,923.0,0.866,Cuban,13,8.0,839,715.0,0.025,39,22.4966669082642,-78.4983711242676
Tundra communities,60.0,0.77,Arctic Desert,09,2.0,225,252.0,0.025,25,80.2635459899902,54.2890720367432
Sub-tropical / Temperate rain forests / Woodlands,433.0,1.235,Sitkan,02,1.0,101,1728.0,0.025,01,60.5371685028076,-146.034187316895
Temperate broad-leaf forests,825.0,0.704,Austroriparian,05,1.0,106,1829.0,0.025,06,29.5545101165771,-91.8786354064941
Mixed mountain systems,406.0,0.979,Scottish Highlands,12,2.0,231,147.0,0.025,31,62.1013870239258,-7.23998498916626
Mixed island systems,1524.0,0.961,Lesser Sunda Islands,13,4.0,423,1977.0,0.025,23,-8.58781337738037,119.475650787354
Tundra communities,363.0,0.796,Canadian Tundra,09,1.0,114,72.0,0.025,14,63.9776802062988,-77.8007049560547
Evergreen Sclerophyllous forests,764.0,1.06,Mediterranean Sclerophyll,06,2.0,217,584.0,0.025,17,36.790111541748,27.1379060745239
Tundra communities,144.0,1.318,Higharctic Tundra,09,2.0,226,324.0,0.025,26,76.0363540649414,97.0104141235352
Tundra communities,331.0,0.802,Canadian Tundra,09,1.0,114,49.0,0.025,14,67.5688591003418,-108.029712677002
Tundra communities,23.0,1.617,Arctic Desert,09,2.0,225,1669.0,0.025,25,81.267707824707,60.2210998535156
Sub-tropical / Temperate rain forests / Woodlands,1884.0,0.796,Chilean Nothofagus,02,8.0,811,1527.0,0.025,11,-48.8946533203125,-75.1864395141602
Sub-tropical / Temperate rain forests / Woodlands,658.0,0.815,Sitkan,02,1.0,101,445.0,0.025,01,50.1461601257324,-125.248241424561
Mixed island systems,1015.0,0.67,Lesser Antillean,13,8.0,841,761.0,0.025,41,17.0799789428711,-61.7798137664795
Temperate needle-leaf forests / Woodlands,396.0,0.654,West Eurasian Taiga,03,2.0,203,224.0,0.025,03,62.3330383300781,5.92000603675842
Mixed island systems,1053.0,0.63,Lesser Antillean,13,8.0,841,1853.0,0.025,41,13.2605648040771,-61.2024726867676
Mixed island systems,1625.0,1.017,East Melanesian,13,5.0,507,1404.0,0.026,07,-15.1590299606323,168.143157958984
Temperate needle-leaf forests / Woodlands,685.0,1.01,Canadian Taiga,03,1.0,104,487.0,0.026,04,46.9479274749756,-56.3150215148926
Tundra communities,1975.0,0.998,Insulantarctica,09,7.0,704,1602.0,0.026,04,-54.1698131561279,-72.3583755493164
Temperate needle-leaf forests / Woodlands,461.0,1.213,West Eurasian Taiga,03,2.0,203,1756.0,0.026,03,59.7228965759277,5.20614290237427
Tropical humid forests,1741.0,0.677,Serro Do Mar,01,8.0,807,1124.0,0.026,07,-26.2928152084351,-48.5953178405762
Warm deserts / semi-deserts,882.0,1.689,Sonoran,07,1.0,108,680.0,0.026,08,24.8869886398315,-112.172088623047
Tundra communities,337.0,0.834,Arctic Archipelago,09,1.0,115,66.0,0.026,15,66.268798828125,-83.1149482727051
Sub-tropical / Temperate rain forests / Woodlands,1840.0,0.822,Valdivian Forest,02,8.0,810,1486.0,0.026,10,-45.4994163513184,-73.9783325195312
Tropical humid forests,1206.0,0.642,Malayan Rainforest,01,4.0,407,928.0,0.026,07,5.35677814483643,100.263000488281
Temperate broad-leaf forests,721.0,0.838,Eastern Forest,05,1.0,105,476.0,0.026,05,41.391902923584,-70.6718597412109
Temperate broad-leaf forests,631.0,0.684,Kamchatkan,05,2.0,207,651.0,0.026,07,51.944995880127,179.629196166992
Sub-tropical / Temperate rain forests / Woodlands,1874.0,0.823,Chilean Nothofagus,02,8.0,811,1516.0,0.027,11,-48.2281856536865,-74.4825668334961
Sub-tropical / Temperate rain forests / Woodlands,2001.0,1.046,Chilean Nothofagus,02,8.0,811,1629.0,0.027,11,-55.6887359619141,-67.4161567687988
Mixed island systems,1550.0,0.872,Southeastern Polynesian,13,5.0,504,1078.0,0.027,04,-9.77776193618774,-138.992317199707
Tundra communities,347.0,0.823,Greenland Tundra,09,1.0,116,98.0,0.027,16,65.6038436889648,-53.037561416626
Sub-tropical / Temperate rain forests / Woodlands,1843.0,0.611,Valdivian Forest,02,8.0,810,1489.0,0.027,10,-45.630241394043,-74.0051803588867
Tropical dry forests / Woodlands,1570.0,0.903,Northern Coastal,04,6.0,603,1325.0,0.027,03,-11.1575002670288,132.546447753906
Tundra communities,46.0,1.047,Arctic Desert,09,2.0,225,244.0,0.027,25,80.5109519958496,54.9065208435059
Temperate broad-leaf forests,617.0,0.979,Kamchatkan,05,2.0,207,647.0,0.027,07,52.432731628418,173.584953308105
Mixed island systems,1019.0,1.006,Macaronesian Islands,13,2.0,240,817.0,0.027,40,16.5847320556641,-24.2837257385254
Tundra communities,11.0,1.36,Arctic Desert and Icecap,09,1.0,117,106.0,0.027,17,82.0889358520508,-19.100944519043
Evergreen Sclerophyllous forests,767.0,0.661,Mediterranean Sclerophyll,06,2.0,217,586.0,0.027,17,36.2563781738281,23.0089092254639
Tundra communities,178.0,1.214,Higharctic Tundra,09,2.0,226,285.0,0.027,26,73.9937591552734,84.147087097168
Tundra communities,129.0,1.054,Arctic Desert and Icecap,09,1.0,117,122.0,0.027,17,76.5980987548828,-21.2894096374512
Sub-tropical / Temperate rain forests / Woodlands,1818.0,0.787,Valdivian Forest,02,8.0,810,1464.0,0.028,10,-44.4762725830078,-74.3828506469727
Temperate needle-leaf forests / Woodlands,707.0,0.741,Canadian Taiga,03,1.0,104,473.0,0.028,04,44.3461074829102,-68.2989959716797
Mixed island systems,1427.0,0.628,Papuan,13,5.0,501,1240.0,0.028,01,-4.64902830123901,145.963050842285
Mixed island systems,1502.0,1.108,Papuan,13,5.0,501,1303.0,0.028,01,-8.22006034851074,130.972854614258
Tundra communities,217.0,1.202,Greenland Tundra,09,1.0,116,132.0,0.028,16,72.8383979797363,-25.0472736358643
Mixed island systems,1614.0,0.63,East Melanesian,13,5.0,507,1404.0,0.028,07,-14.2343101501465,167.493301391602
Tundra communities,194.0,1.036,Arctic Desert and Icecap,09,1.0,117,26.0,0.028,17,73.578369140625,-107.826404571533
Temperate needle-leaf forests / Woodlands,267.0,0.944,West Eurasian Taiga,03,2.0,203,178.0,0.028,03,69.9232177734375,19.6803741455078
Tundra communities,281.0,0.925,Alaskan Tundra,09,1.0,113,5.0,0.028,13,69.5845108032227,-139.086158752441
Mixed island systems,1522.0,0.87,Papuan,13,5.0,501,1383.0,0.028,01,-8.56472492218018,157.306190490723
Tropical humid forests,1269.0,0.711,Madeiran,01,8.0,806,1894.0,0.028,06,0.831196039915085,-50.1417026519775
Mixed island systems,1087.0,0.872,Philippines,13,4.0,426,1856.0,0.028,26,11.8197751045227,119.975322723389
Tropical humid forests,1747.0,0.823,Queensland Coastal,01,6.0,601,1431.0,0.028,01,-27.5593099594116,153.468551635742
Mixed island systems,1151.0,0.703,Philippines,13,4.0,426,1016.0,0.028,26,9.19707489013672,123.580200195312
Tropical humid forests,946.0,0.7,Burman Rainforest,01,4.0,404,873.0,0.029,04,21.6133480072021,91.9136085510254
Tundra communities,294.0,0.958,Arctic Desert and Icecap,09,1.0,117,1706.0,0.029,17,69.2825965881348,-90.6133270263672
Sub-tropical / Temperate rain forests / Woodlands,542.0,0.84,Sitkan,02,1.0,101,420.0,0.029,01,55.2739181518555,-131.752548217773
Sub-tropical / Temperate rain forests / Woodlands,1854.0,0.68,Valdivian Forest,02,8.0,810,1500.0,0.029,10,-46.1082782745361,-73.8059997558594
Mixed island systems,1126.0,0.733,Philippines,13,4.0,426,1866.0,0.029,26,10.5488376617432,119.886329650879
Tundra communities,361.0,0.969,Greenland Tundra,09,1.0,116,101.0,0.029,16,64.2479515075684,-40.8450298309326
Sub-tropical / Temperate rain forests / Woodlands,1933.0,1.092,Chilean Nothofagus,02,8.0,811,1572.0,0.029,11,-51.9824714660645,-74.7445869445801
Mixed island systems,1465.0,1.362,Papuan,13,5.0,501,1198.0,0.029,01,-6.99663901329041,141.508453369141
Mixed island systems,1467.0,0.95,Java,13,4.0,422,1169.0,0.029,22,-6.92316293716431,115.404155731201
Sub-tropical / Temperate rain forests / Woodlands,1798.0,1.063,Tasmanian,02,6.0,602,1648.0,0.029,02,-43.385705947876,147.224105834961
Mixed island systems,1610.0,0.664,East Melanesian,13,5.0,507,1404.0,0.029,07,-13.8284754753113,167.487846374512
Sub-tropical / Temperate rain forests / Woodlands,1945.0,1.035,Chilean Nothofagus,02,8.0,811,1578.0,0.029,11,-52.2635097503662,-73.9212532043457
Mixed island systems,1532.0,0.673,Southeastern Polynesian,13,5.0,504,1075.0,0.029,04,-8.86987066268921,-140.13444519043
Mixed island systems,1458.0,0.713,Papuan,13,5.0,501,1266.0,0.029,01,-6.41112899780273,134.478897094727
Sub-tropical / Temperate rain forests / Woodlands,1821.0,0.746,Valdivian Forest,02,8.0,810,1469.0,0.03,10,-44.6407070159912,-73.7054748535156
Warm deserts / semi-deserts,831.0,0.779,Sonoran,07,1.0,108,1835.0,0.03,08,29.0314693450928,-118.319129943848
Temperate broad-leaf forests,483.0,0.775,Boreonemoral,05,2.0,210,531.0,0.03,10,58.598217010498,23.2280435562134
Sub-tropical / Temperate rain forests / Woodlands,491.0,0.727,Sitkan,02,1.0,101,406.0,0.03,01,57.9656028747559,-136.451728820801
Mixed island systems,1508.0,0.729,Lesser Sunda Islands,13,4.0,423,1177.0,0.03,23,-8.26805877685547,117.583751678467
Tundra communities,174.0,0.885,Higharctic Tundra,09,2.0,226,284.0,0.03,26,74.1013488769531,82.5197639465332
Mixed island systems,844.0,0.659,Macaronesian Islands,13,2.0,240,809.0,0.03,40,28.1087255477905,-17.2127437591553
Temperate needle-leaf forests / Woodlands,382.0,0.904,West Eurasian Taiga,03,2.0,203,219.0,0.03,03,63.0228710174561,7.54010009765625
Sub-tropical / Temperate rain forests / Woodlands,1762.0,0.907,Neozealandia,02,7.0,701,1650.0,0.03,01,-36.2071056365967,175.445091247559
Mixed island systems,849.0,0.775,Macaronesian Islands,13,2.0,240,812.0,0.03,40,27.7391490936279,-18.0263538360596
Mixed island systems,964.0,0.682,Hawaiian,13,5.0,503,662.0,0.03,03,20.8319005966187,-156.930877685547
Evergreen Sclerophyllous forests,742.0,0.741,Mediterranean Sclerophyll,06,2.0,217,576.0,0.03,17,38.7046432495117,20.6383485794067
Tundra communities,1930.0,1.107,Insulantarctica,09,7.0,704,2020.0,0.03,04,-51.8626594543457,-61.0040817260742
Mixed island systems,1059.0,1.314,Philippines,13,4.0,426,989.0,0.031,26,12.9215459823608,123.16370010376
Tropical humid forests,1730.0,0.833,Serro Do Mar,01,8.0,807,1122.0,0.031,07,-23.8460445404053,-45.3341083526611
Mixed island systems,1338.0,0.761,Papuan,13,5.0,501,1963.0,0.031,01,-1.47791641950607,149.661750793457
Sub-tropical / Temperate rain forests / Woodlands,776.0,0.927,Japanese Evergreen Forest,02,2.0,202,623.0,0.031,02,34.8128242492676,127.945079803467
Mixed island systems,934.0,0.834,Cuban,13,8.0,839,720.0,0.031,39,21.9636964797974,-77.7840728759766
Mixed island systems,1319.0,1.226,Papuan,13,5.0,501,1945.0,0.031,01,-0.849861323833466,130.661506652832
Temperate needle-leaf forests / Woodlands,353.0,1.141,West Eurasian Taiga,03,2.0,203,200.0,0.031,03,65.0102577209473,24.7902307510376
Tundra communities,130.0,1.163,Arctic Desert and Icecap,09,1.0,117,123.0,0.031,17,76.4547805786133,-20.9162464141846
Tundra communities,450.0,1.111,Greenland Tundra,09,1.0,116,1745.0,0.031,16,60.0435791015625,-44.3427543640137
Tropical humid forests,1671.0,0.921,Queensland Coastal,01,6.0,601,1360.0,0.031,01,-18.3402805328369,146.219650268555
Sub-tropical / Temperate rain forests / Woodlands,586.0,0.826,Sitkan,02,1.0,101,427.0,0.031,01,53.6699256896973,-130.256820678711
Tundra communities,285.0,0.751,Higharctic Tundra,09,2.0,226,300.0,0.031,26,69.5174865722656,67.201343536377
Tropical humid forests,924.0,0.948,Burman Rainforest,01,4.0,404,867.0,0.031,04,22.3003702163696,91.0906944274902
Mixed mountain systems,428.0,0.848,Scottish Highlands,12,2.0,231,1723.0,0.031,31,60.6077041625977,-1.08345431089401
Tropical dry forests / Woodlands,1074.0,1.137,Venezuelan Dry Forest,04,8.0,817,773.0,0.031,17,12.214626789093,-68.9491424560547
Mixed island systems,1174.0,0.886,Micronesian,13,5.0,502,1019.0,0.031,02,7.53490996360779,134.560043334961
Temperate needle-leaf forests / Woodlands,454.0,0.815,West Eurasian Taiga,03,2.0,203,1749.0,0.032,03,59.9766273498535,5.51196551322937
Mixed mountain systems,416.0,0.98,Scottish Highlands,12,2.0,231,150.0,0.032,31,61.515172958374,-6.80236387252808
Tundra communities,457.0,0.923,Greenland Tundra,09,1.0,116,1752.0,0.032,16,59.9413623809814,-44.2006664276123
Temperate needle-leaf forests / Woodlands,665.0,0.846,Canadian Taiga,03,1.0,104,484.0,0.032,04,49.6553840637207,-54.1405239105225
Sub-tropical / Temperate rain forests / Woodlands,1928.0,1.034,Chilean Nothofagus,02,8.0,811,1566.0,0.032,11,-51.8273811340332,-74.297794342041
Temperate needle-leaf forests / Woodlands,460.0,0.734,West Eurasian Taiga,03,2.0,203,1755.0,0.032,03,59.8560810089111,5.37308073043823
Sub-tropical / Temperate rain forests / Woodlands,657.0,1.068,Sitkan,02,1.0,101,443.0,0.032,01,50.2751731872559,-125.223575592041
Mixed island systems,1238.0,0.924,Borneo,13,4.0,425,945.0,0.032,25,2.56833243370056,111.35359954834
Mixed island systems,1504.0,0.842,Lesser Sunda Islands,13,4.0,423,1296.0,0.033,23,-8.18285083770752,127.943050384521
Tundra communities,443.0,0.764,Greenland Tundra,09,1.0,116,1738.0,0.033,16,60.2791137695312,-45.2650985717773
Sub-tropical / Temperate rain forests / Woodlands,780.0,0.802,Japanese Evergreen Forest,02,2.0,202,627.0,0.033,02,34.4611625671387,126.239429473877
Mixed island systems,1558.0,0.772,Lesser Sunda Islands,13,4.0,423,1320.0,0.033,23,-10.514585018158,121.843601226807
Temperate needle-leaf forests / Woodlands,680.0,1.006,Canadian Taiga,03,1.0,104,486.0,0.033,04,48.1407604217529,-53.6647815704346
Temperate needle-leaf forests / Woodlands,325.0,1.231,West Eurasian Taiga,03,2.0,203,191.0,0.033,03,67.952033996582,12.9701910018921
Temperate needle-leaf forests / Woodlands,312.0,0.878,West Eurasian Taiga,03,2.0,203,186.0,0.033,03,68.4557151794434,16.2884244918823
Temperate broad-leaf forests,555.0,1.121,Middle European Forest,05,2.0,211,538.0,0.033,11,54.968240737915,12.3364777565002
Tundra communities,298.0,0.716,Arctic Archipelago,09,1.0,115,37.0,0.033,15,69.0280456542969,-100.116130828857
Temperate broad-leaf forests,269.0,0.873,Subarctic Birchwoods,05,2.0,206,1702.0,0.033,06,69.825309753418,29.9102144241333
Tundra communities,563.0,0.998,Canadian Tundra,09,1.0,114,482.0,0.033,14,54.8311576843262,-58.0414714813232
Tropical humid forests,1252.0,0.699,Guyanan,01,8.0,804,807.0,0.033,04,2.0073476433754,-50.4013977050781
Tropical humid forests,1280.0,0.707,Madeiran,01,8.0,806,1906.0,0.033,06,0.0893017798662186,-50.5476493835449
Sub-tropical / Temperate rain forests / Woodlands,1986.0,1.227,Chilean Nothofagus,02,8.0,811,1615.0,0.033,11,-54.8860359191895,-71.1833610534668
Temperate broad-leaf forests,626.0,1.254,Kamchatkan,05,2.0,207,652.0,0.033,07,51.9724884033203,177.453033447266
Mixed island systems,1139.0,0.871,Philippines,13,4.0,426,1009.0,0.033,26,9.89816761016846,126.061019897461
Sub-tropical / Temperate rain forests / Woodlands,1836.0,0.889,Valdivian Forest,02,8.0,810,1483.0,0.033,10,-45.2821998596191,-73.9742126464844
Mixed island systems,1634.0,0.827,East Melanesian,13,5.0,507,1404.0,0.034,07,-15.3801445960999,167.838607788086
Mixed island systems,1636.0,1.132,East Melanesian,13,5.0,507,1404.0,0.034,07,-15.7329149246216,168.182151794434
Tundra communities,117.0,1.461,Arctic Desert,09,2.0,225,317.0,0.034,25,77.2906608581543,107.476856231689
Tundra communities,75.0,1.479,Arctic Desert,09,2.0,225,306.0,0.034,25,79.6883354187012,91.490119934082
Sub-tropical / Temperate rain forests / Woodlands,1801.0,1.221,Valdivian Forest,02,8.0,810,1449.0,0.034,10,-43.8491611480713,-73.9670295715332
Mixed island systems,1449.0,0.872,Papuan,13,5.0,501,1259.0,0.034,01,-5.7730565071106,132.713851928711
Temperate needle-leaf forests / Woodlands,683.0,2.388,Canadian Taiga,03,1.0,104,470.0,0.034,04,47.4279003143311,-61.7099609375
Tropical humid forests,1092.0,0.775,Indochinese Rainforest,01,4.0,405,895.0,0.034,05,11.6629781723022,98.4608840942383
Tundra communities,42.0,1.081,Arctic Desert,09,2.0,225,243.0,0.035,25,80.5655136108398,53.3436622619629
Tundra communities,286.0,1.222,Arctic Archipelago,09,1.0,115,33.0,0.035,15,69.4739761352539,-101.169399261475
Tropical humid forests,1746.0,0.981,Serro Do Mar,01,8.0,807,1126.0,0.035,07,-27.5991668701172,-48.4693450927734
Warm deserts / semi-deserts,842.0,0.877,Sonoran,07,1.0,108,672.0,0.035,08,28.1976146697998,-115.245388031006
Mixed island systems,1456.0,1.073,Papuan,13,5.0,501,1263.0,0.035,01,-6.18055701255798,134.267852783203
Mixed island systems,1181.0,0.724,Borneo,13,4.0,425,917.0,0.035,25,7.24347162246704,117.169456481934
Sub-tropical / Temperate rain forests / Woodlands,615.0,1.013,Sitkan,02,1.0,101,434.0,0.035,01,52.5401496887207,-128.635101318359
Sub-tropical / Temperate rain forests / Woodlands,1925.0,1.005,Chilean Nothofagus,02,8.0,811,1561.0,0.035,11,-51.6691074371338,-74.0816955566406
Tundra communities,158.0,1.204,Higharctic Tundra,09,2.0,226,276.0,0.035,26,74.7610321044922,85.3898391723633
Temperate needle-leaf forests / Woodlands,374.0,0.879,West Eurasian Taiga,03,2.0,203,210.0,0.035,03,63.3949432373047,7.98079228401184
Tropical humid forests,1065.0,1.003,Indochinese Rainforest,01,4.0,405,886.0,0.035,05,12.4994807243347,98.3853645324707
Mixed island systems,1220.0,0.783,Borneo,13,4.0,425,933.0,0.035,25,4.14370965957642,117.786956787109
Mixed island systems,1295.0,0.766,Papuan,13,5.0,501,1927.0,0.036,01,-0.396527901291847,127.198600769043
Tundra communities,390.0,1.44,Canadian Tundra,09,1.0,114,75.0,0.036,14,62.6691455841064,-74.303108215332
Tropical humid forests,1290.0,1.016,Madeiran,01,8.0,806,1921.0,0.036,06,-0.303613096475601,-51.2457008361816
Mixed island systems,1439.0,0.793,Sumatra,13,4.0,421,1161.0,0.036,21,-5.38861298561096,102.251899719238
Tundra communities,420.0,1.425,Greenland Tundra,09,1.0,116,1715.0,0.036,16,60.8465824127197,-46.5039291381836
Mixed island systems,1651.0,1.065,East Melanesian,13,5.0,507,1407.0,0.036,07,-16.7115354537964,168.296600341797
Mixed island systems,1040.0,0.708,Macaronesian Islands,13,2.0,240,821.0,0.036,40,14.9435124397278,-24.4665269851685
Sub-tropical / Temperate rain forests / Woodlands,805.0,0.864,Japanese Evergreen Forest,02,2.0,202,637.0,0.037,02,32.6921863555908,128.755714416504
Tundra communities,388.0,1.599,Greenland Tundra,09,1.0,116,103.0,0.037,16,62.7410850524902,-42.1550407409668
Temperate broad-leaf forests,564.0,1.534,Kamchatkan,05,2.0,207,644.0,0.037,07,54.6803092956543,167.760177612305
Temperate broad-leaf forests,554.0,1.233,Middle European Forest,05,2.0,211,540.0,0.037,11,54.969482421875,9.85373687744141
